,id,ip,date,method,route,protocol,status,size
19,19,192.168.157.33,2026-08-06 22:16:14-03:00,GET,/health,HTTP/1.1,200,3741
20,20,192.168.122.144,2026-08-06 22:16:17-03:00,GET,/health,HTTP/1.1,200,1704
21,21,192.168.189.173,2026-08-06 22:16:22-03:00,POST,/api/users/5,HTTP/1.1,200,2000
22,22,192.168.44.220,2026-08-06 22:16:26-03:00,GET,/api/users,HTTP/1.1,200,3601
23,23,192.168.56.225,2026-08-06 22:16:26-03:00,POST,/api/users/1,HTTP/1.1,200,1286
24,24,192.168.55.156,2026-08-06 22:16:27-03:00,GET,/health,HTTP/1.1,404,3915
25,25,192.168.189.173,2026-08-06 22:16:30-03:00,GET,/health,HTTP/2,200,1209
26,26,192.168.41.129,2026-08-06 22:16:35-03:00,GET,/health,HTTP/1.1,200,2362
27,27,192.168.55.156,2026-08-06 22:16:40-03:00,GET,/api/users,HTTP/1.1,200,3258
28,28,192.168.91.81,2026-08-06 22:16:42-03:00,GET,/api/users/6,HTTP/1.1,200,715
29,29,192.168.125.189,2026-08-06 22:16:46-03:00,GET,/api/products,HTTP/1.1,500,2077
30,30,192.168.157.33,2026-08-06 22:16:48-03:00,GET,/api/orders,HTTP/2,200,2441
31,31,192.168.55.156,2026-08-06 22:16:49-03:00,POST,/health,HTTP/1.1,200,433
32,32,192.168.35.32,2026-08-06 22:16:49-03:00,GET,/health,HTTP/1.1,500,1662
33,33,192.168.90.14,2026-08-06 22:16:50-03:00,GET,/api/users/8,HTTP/1.1,200,3962
34,34,192.168.103.186,2026-08-06 22:16:51-03:00,GET,/api/users,HTTP/2,404,4021
35,35,192.168.104.31,2026-08-06 22:16:53-03:00,GET,/health,HTTP/2,200,2495
36,36,192.168.80.148,2026-08-06 22:16:55-03:00,GET,/api/users,HTTP/1.1,200,2229
37,37,192.168.41.129,2026-08-06 22:16:57-03:00,PUT,/health,HTTP/1.1,200,1775
38,38,192.168.37.35,2026-08-06 22:17:01-03:00,GET,/health,HTTP/1.1,200,2103
39,39,192.168.181.124,2026-08-06 22:17:04-03:00,GET,/health,HTTP/1.1,200,2806
40,40,192.168.35.32,2026-08-06 22:17:07-03:00,DELETE,/health,HTTP/1.1,404,2270
41,41,192.168.61.58,2026-08-06 22:17:11-03:00,GET,/api/products,HTTP/2,200,2120
42,42,192.168.157.33,2026-08-06 22:17:14-03:00,GET,/health,HTTP/1.1,404,2284
43,43,192.168.91.81,2026-08-06 22:17:16-03:00,GET,/health,HTTP/1.1,200,1895
44,44,192.168.161.237,2026-08-06 22:17:21-03:00,POST,/api/users,HTTP/1.1,200,313
45,45,192.168.44.220,2026-08-06 22:17:23-03:00,GET,/health,HTTP/2,404,2362
46,46,192.168.122.144,2026-08-06 22:17:23-03:00,GET,/health,HTTP/1.1,200,972
47,47,192.168.61.58,2026-08-06 22:17:24-03:00,GET,/api/orders,HTTP/1.1,200,4021
48,48,192.168.162.5,2026-08-06 22:17:25-03:00,GET,/api/products,HTTP/1.1,200,4096
49,49,192.168.181.124,2026-08-06 22:17:28-03:00,GET,/health,HTTP/1.1,200,2657
50,50,192.168.154.238,2026-08-06 22:17:33-03:00,GET,/health,HTTP/1.1,200,2045
51,51,192.168.161.237,2026-08-06 22:17:36-03:00,GET,/api/orders,HTTP/1.1,200,3802
52,52,192.168.181.124,2026-08-06 22:17:37-03:00,GET,/api/users,HTTP/1.1,200,929
53,53,192.168.104.235,2026-08-06 22:17:37-03:00,POST,/health,HTTP/1.1,200,2533
54,54,192.168.55.156,2026-08-06 22:17:37-03:00,GET,/health,HTTP/1.1,200,725
55,55,192.168.35.32,2026-08-06 22:17:39-03:00,POST,/api/orders,HTTP/1.1,404,841
56,56,192.168.115.85,2026-08-06 22:17:44-03:00,GET,/api/users,HTTP/1.1,200,1860
57,57,192.168.55.156,2026-08-06 22:17:48-03:00,POST,/health,HTTP/1.1,404,3821
58,58,192.168.162.5,2026-08-06 22:17:51-03:00,GET,/api/users,HTTP/1.1,200,3645
59,59,192.168.80.148,2026-08-06 22:17:53-03:00,PATCH,/api/users/10,HTTP/2,200,2870
60,60,192.168.196.84,2026-08-06 22:17:58-03:00,PUT,/api/users/8,HTTP/1.1,200,270
61,61,192.168.55.156,2026-08-06 22:18:01-03:00,GET,/health,HTTP/1.1,200,907
62,62,192.168.56.225,2026-08-06 22:18:03-03:00,GET,/api/users,HTTP/1.1,200,2848
63,63,192.168.170.238,2026-08-06 22:18:05-03:00,PATCH,/health,HTTP/2,200,187
64,64,192.168.203.239,2026-08-06 22:18:07-03:00,POST,/api/orders,HTTP/2,200,494
65,65,192.168.154.238,2026-08-06 22:18:12-03:00,GET,/api/auth/login,HTTP/1.1,200,2474
66,66,192.168.181.124,2026-08-06 22:18:16-03:00,GET,/api/users/1,HTTP/1.1,200,1713
67,67,192.168.104.31,2026-08-06 22:18:16-03:00,POST,/api/users/5,HTTP/1.1,200,2093
68,68,192.168.196.84,2026-08-06 22:18:18-03:00,GET,/health,HTTP/2,200,2037
69,69,192.168.55.156,2026-08-06 22:18:19-03:00,GET,/api/users,HTTP/2,200,2024
70,70,192.168.56.225,2026-08-06 22:18:21-03:00,GET,/api/orders,HTTP/1.1,404,234
71,71,192.168.44.220,2026-08-06 22:18:25-03:00,GET,/api/users/2,HTTP/1.1,200,2965
72,72,192.168.170.238,2026-08-06 22:18:27-03:00,GET,/api/users,HTTP/1.1,200,1928
73,73,192.168.35.32,2026-08-06 22:18:30-03:00,DELETE,/health,HTTP/1.0,200,4003
74,74,192.168.189.173,2026-08-06 22:18:35-03:00,DELETE,/health,HTTP/1.1,200,3829
75,75,192.168.125.189,2026-08-06 22:18:36-03:00,GET,/api/users/8,HTTP/2,200,2694
76,76,192.168.55.156,2026-08-06 22:18:41-03:00,GET,/api/orders,HTTP/1.1,500,1554
77,77,192.168.35.32,2026-08-06 22:18:42-03:00,GET,/health,HTTP/2,404,3443
78,78,192.168.189.173,2026-08-06 22:18:44-03:00,GET,/health,HTTP/1.1,404,3718
79,79,192.168.181.124,2026-08-06 22:18:48-03:00,GET,/api/products,HTTP/1.1,200,3251
80,80,192.168.35.32,2026-08-06 22:18:48-03:00,POST,/api/users/8,HTTP/1.1,200,687
81,81,192.168.56.225,2026-08-06 22:18:52-03:00,GET,/api/auth/login,HTTP/1.1,200,706
82,82,192.168.55.156,2026-08-06 22:18:55-03:00,GET,/api/users/6,HTTP/1.1,500,1733
83,83,192.168.91.81,2026-08-06 22:18:57-03:00,DELETE,/health,HTTP/1.1,404,3772
84,84,192.168.41.129,2026-08-06 22:19:02-03:00,GET,/health,HTTP/1.1,200,89
85,85,192.168.55.156,2026-08-06 22:19:07-03:00,GET,/health,HTTP/1.1,200,1735
86,86,192.168.55.156,2026-08-06 22:19:10-03:00,GET,/api/users,HTTP/1.1,200,1710
87,87,192.168.203.239,2026-08-06 22:19:13-03:00,GET,/api/users/10,HTTP/2,200,2965
88,88,192.168.189.173,2026-08-06 22:19:13-03:00,GET,/api/users/7,HTTP/1.1,200,395
89,89,192.168.56.73,2026-08-06 22:19:13-03:00,GET,/api/orders,HTTP/1.1,200,88
90,90,192.168.55.156,2026-08-06 22:19:15-03:00,PUT,/api/users,HTTP/1.1,404,43
91,91,192.168.154.238,2026-08-06 22:19:17-03:00,PATCH,/health,HTTP/2,200,2680
92,92,192.168.161.217,2026-08-06 22:19:17-03:00,GET,/api/users/3,HTTP/1.1,404,2506
93,93,192.168.55.156,2026-08-06 22:19:21-03:00,GET,/health,HTTP/1.1,404,677
94,94,192.168.122.144,2026-08-06 22:19:21-03:00,GET,/health,HTTP/1.1,200,3095
95,95,192.168.181.124,2026-08-06 22:19:22-03:00,GET,/api/users/7,HTTP/1.1,500,781
96,96,192.168.189.173,2026-08-06 22:19:23-03:00,GET,/api/users,HTTP/2,200,3363
97,97,192.168.35.32,2026-08-06 22:19:23-03:00,GET,/api/products,HTTP/1.0,200,2084
98,98,192.168.161.237,2026-08-06 22:19:27-03:00,GET,/health,HTTP/1.1,500,2400
99,99,192.168.56.225,2026-08-06 22:19:31-03:00,GET,/health,HTTP/1.1,500,1864
100,100,192.168.181.124,2026-08-06 22:19:34-03:00,POST,/health,HTTP/1.1,200,1945
101,101,192.168.35.32,2026-08-06 22:19:36-03:00,GET,/api/products,HTTP/1.1,200,1566
102,102,192.168.55.156,2026-08-06 22:19:39-03:00,GET,/api/users/10,HTTP/1.1,200,1783
103,103,192.168.181.124,2026-08-06 22:19:39-03:00,GET,/health,HTTP/1.1,200,450
104,104,192.168.55.156,2026-08-06 22:19:39-03:00,POST,/api/auth/login,HTTP/1.0,200,1378
105,106,192.168.55.156,2026-08-06 22:19:44-03:00,GET,/health,HTTP/1.1,500,849
106,107,192.168.61.58,2026-08-06 22:19:45-03:00,GET,/health,HTTP/1.1,200,770
107,109,192.168.181.124,2026-08-06 22:19:50-03:00,GET,/api/products,HTTP/1.1,200,3179
108,110,192.168.35.32,2026-08-06 22:19:50-03:00,GET,/api/orders,HTTP/1.1,200,180
109,111,192.168.35.32,2026-08-06 22:19:54-03:00,POST,/health,HTTP/1.1,200,106
110,112,192.168.55.156,2026-08-06 22:19:57-03:00,DELETE,/api/users/7,HTTP/1.1,200,448
111,113,192.168.41.129,2026-08-06 22:20:00-03:00,PUT,/api/users,HTTP/1.1,200,3774
112,114,192.168.55.156,2026-08-06 22:20:01-03:00,GET,/api/users,HTTP/1.1,404,1831
113,115,192.168.80.148,2026-08-06 22:20:03-03:00,GET,/api/products,HTTP/1.1,200,661
114,116,192.168.55.156,2026-08-06 22:20:06-03:00,GET,/health,HTTP/1.1,200,1492
115,117,192.168.55.156,2026-08-06 22:20:10-03:00,GET,/health,HTTP/1.1,200,3143
116,118,192.168.104.31,2026-08-06 22:20:11-03:00,GET,/health,HTTP/1.1,404,3778
117,119,192.168.122.144,2026-08-06 22:20:12-03:00,GET,/api/users,HTTP/1.1,200,690
118,120,192.168.55.156,2026-08-06 22:20:12-03:00,GET,/health,HTTP/1.1,200,3362
119,121,192.168.181.124,2026-08-06 22:20:13-03:00,GET,/api/users/6,HTTP/1.1,200,54
120,122,192.168.56.225,2026-08-06 22:20:13-03:00,POST,/api/products,HTTP/1.1,200,2410
121,123,192.168.157.33,2026-08-06 22:20:17-03:00,GET,/api/users,HTTP/1.1,404,2963
122,124,192.168.181.124,2026-08-06 22:20:20-03:00,GET,/health,HTTP/2,200,2887
123,125,192.168.35.32,2026-08-06 22:20:24-03:00,GET,/api/auth/login,HTTP/1.1,200,3062
124,126,192.168.153.220,2026-08-06 22:20:29-03:00,GET,/api/users,HTTP/1.1,200,1152
125,127,192.168.103.186,2026-08-06 22:20:29-03:00,GET,/health,HTTP/1.1,200,1464
126,128,192.168.55.156,2026-08-06 22:20:31-03:00,GET,/api/users,HTTP/1.1,200,3511
127,129,192.168.104.31,2026-08-06 22:20:33-03:00,GET,/api/products,HTTP/1.1,200,2832
128,130,192.168.162.5,2026-08-06 22:20:37-03:00,GET,/health,HTTP/2,404,1752
129,131,192.168.203.239,2026-08-06 22:20:37-03:00,GET,/api/users/9,HTTP/1.1,200,3688
130,132,192.168.56.73,2026-08-06 22:20:37-03:00,GET,/api/users,HTTP/1.1,500,3285
131,133,192.168.115.85,2026-08-06 22:20:38-03:00,GET,/api/products,HTTP/1.1,200,1458
132,134,192.168.181.124,2026-08-06 22:20:41-03:00,GET,/api/users,HTTP/1.1,404,389
133,135,192.168.122.144,2026-08-06 22:20:41-03:00,POST,/api/users,HTTP/1.1,200,840
134,136,192.168.91.81,2026-08-06 22:20:43-03:00,POST,/api/users/9,HTTP/1.1,500,3601
135,137,192.168.90.14,2026-08-06 22:20:46-03:00,GET,/api/orders,HTTP/1.1,200,433
136,138,192.168.196.84,2026-08-06 22:20:46-03:00,PUT,/health,HTTP/2,200,1836
137,139,192.168.41.129,2026-08-06 22:20:48-03:00,GET,/api/users/2,HTTP/2,200,3392
138,140,192.168.181.124,2026-08-06 22:20:49-03:00,GET,/api/products,HTTP/1.1,200,2058
139,141,192.168.91.81,2026-08-06 22:20:53-03:00,GET,/api/users,HTTP/1.1,200,2638
140,142,192.168.162.5,2026-08-06 22:20:56-03:00,GET,/api/auth/login,HTTP/2,500,37
141,143,192.168.90.14,2026-08-06 22:20:58-03:00,GET,/health,HTTP/1.1,404,361
142,144,192.168.56.73,2026-08-06 22:21:01-03:00,GET,/api/users/5,HTTP/1.1,200,1701
143,145,192.168.170.238,2026-08-06 22:21:05-03:00,GET,/api/users,HTTP/1.1,200,4089
144,146,192.168.55.156,2026-08-06 22:21:09-03:00,PUT,/api/users/4,HTTP/1.1,200,3369
145,147,192.168.207.120,2026-08-06 22:21:09-03:00,GET,/health,HTTP/1.1,404,474
146,148,192.168.207.120,2026-08-06 22:21:11-03:00,GET,/health,HTTP/2,200,2943
147,149,192.168.181.124,2026-08-06 22:21:11-03:00,GET,/api/users,HTTP/2,404,3872
148,150,192.168.196.84,2026-08-06 22:21:13-03:00,GET,/health,HTTP/1.1,200,992
149,151,192.168.35.32,2026-08-06 22:21:17-03:00,GET,/api/products,HTTP/1.1,200,1266
150,152,192.168.207.120,2026-08-06 22:21:18-03:00,POST,/api/users,HTTP/1.1,404,2986
151,153,192.168.170.238,2026-08-06 22:21:18-03:00,PATCH,/health,HTTP/1.1,200,2224
152,154,192.168.37.35,2026-08-06 22:21:18-03:00,POST,/api/auth/login,HTTP/1.1,404,1714
153,155,192.168.154.238,2026-08-06 22:21:21-03:00,GET,/api/users/5,HTTP/1.1,200,3601
154,156,192.168.170.238,2026-08-06 22:21:21-03:00,GET,/health,HTTP/1.1,200,2600
155,157,192.168.55.156,2026-08-06 22:21:24-03:00,PUT,/api/orders,HTTP/2,200,3822
156,158,192.168.55.156,2026-08-06 22:21:24-03:00,POST,/api/orders,HTTP/1.1,200,1522
157,159,192.168.196.84,2026-08-06 22:21:25-03:00,GET,/health,HTTP/1.1,200,2273
158,160,192.168.170.238,2026-08-06 22:21:30-03:00,GET,/health,HTTP/1.1,200,21
159,161,192.168.153.220,2026-08-06 22:21:30-03:00,GET,/api/orders,HTTP/2,200,1916
160,162,192.168.157.33,2026-08-06 22:21:34-03:00,GET,/api/orders,HTTP/1.1,404,1560
161,163,192.168.153.220,2026-08-06 22:21:37-03:00,GET,/api/users/4,HTTP/1.1,200,2998
162,164,192.168.195.109,2026-08-06 22:21:39-03:00,GET,/health,HTTP/2,200,3514
163,165,192.168.181.124,2026-08-06 22:21:40-03:00,DELETE,/api/users/8,HTTP/1.1,200,240
164,166,192.168.181.124,2026-08-06 22:21:41-03:00,GET,/api/products,HTTP/2,200,349
165,167,192.168.91.81,2026-08-06 22:21:42-03:00,GET,/health,HTTP/2,500,4017
166,168,192.168.181.124,2026-08-06 22:21:42-03:00,GET,/api/products,HTTP/1.1,200,846
167,169,192.168.41.129,2026-08-06 22:21:46-03:00,GET,/api/users,HTTP/1.1,200,1711
168,170,192.168.35.32,2026-08-06 22:21:46-03:00,GET,/health,HTTP/1.1,200,3817
169,171,192.168.189.173,2026-08-06 22:21:51-03:00,GET,/health,HTTP/1.1,200,2721
170,172,192.168.55.156,2026-08-06 22:21:55-03:00,GET,/health,HTTP/1.1,404,323
171,173,192.168.35.32,2026-08-06 22:21:59-03:00,GET,/api/users/9,HTTP/1.1,200,940
172,175,192.168.104.31,2026-08-06 22:22:01-03:00,GET,/api/users,HTTP/1.1,200,2991
173,176,192.168.90.14,2026-08-06 22:22:06-03:00,DELETE,/health,HTTP/1.1,200,1203
174,177,192.168.91.81,2026-08-06 22:22:11-03:00,POST,/api/users,HTTP/1.1,500,239
175,178,192.168.37.35,2026-08-06 22:22:15-03:00,GET,/api/products,HTTP/1.1,200,1506
176,179,192.168.181.124,2026-08-06 22:22:15-03:00,GET,/api/users,HTTP/1.0,200,1599
177,180,192.168.56.73,2026-08-06 22:22:20-03:00,POST,/api/users/9,HTTP/1.1,404,2907
178,181,192.168.154.238,2026-08-06 22:22:22-03:00,GET,/health,HTTP/1.1,200,318
179,182,192.168.181.124,2026-08-06 22:22:24-03:00,GET,/health,HTTP/1.1,404,1013
180,183,192.168.181.124,2026-08-06 22:22:24-03:00,POST,/api/users/5,HTTP/1.1,200,3947
181,184,192.168.37.35,2026-08-06 22:22:24-03:00,GET,/api/products,HTTP/1.1,200,1596
182,185,192.168.203.239,2026-08-06 22:22:29-03:00,GET,/api/auth/login,HTTP/1.1,200,3178
183,186,192.168.161.217,2026-08-06 22:22:32-03:00,POST,/health,HTTP/1.1,404,1319
184,187,192.168.153.220,2026-08-06 22:22:33-03:00,GET,/api/auth/login,HTTP/1.1,200,152
185,188,192.168.122.144,2026-08-06 22:22:38-03:00,GET,/health,HTTP/1.1,200,601
186,189,192.168.196.84,2026-08-06 22:22:41-03:00,GET,/health,HTTP/1.1,200,3471
187,190,192.168.195.109,2026-08-06 22:22:43-03:00,POST,/health,HTTP/1.1,200,2201
188,191,192.168.91.81,2026-08-06 22:22:43-03:00,GET,/health,HTTP/1.1,500,3974
189,192,192.168.181.124,2026-08-06 22:22:45-03:00,GET,/api/users,HTTP/1.1,404,1852
190,193,192.168.35.32,2026-08-06 22:22:47-03:00,GET,/api/users,HTTP/2,404,1776
191,194,192.168.35.32,2026-08-06 22:22:52-03:00,POST,/api/users,HTTP/1.1,404,4014
192,195,192.168.35.32,2026-08-06 22:22:57-03:00,DELETE,/health,HTTP/1.1,200,2005
193,196,192.168.90.14,2026-08-06 22:22:57-03:00,GET,/api/orders,HTTP/1.1,500,1203
194,197,192.168.91.81,2026-08-06 22:23:01-03:00,GET,/health,HTTP/1.1,200,1308
195,198,192.168.162.5,2026-08-06 22:23:06-03:00,GET,/api/auth/login,HTTP/2,200,3712
196,199,192.168.161.237,2026-08-06 22:23:11-03:00,DELETE,/health,HTTP/1.1,200,3850
197,200,192.168.153.220,2026-08-06 22:23:16-03:00,POST,/api/products,HTTP/1.1,200,3339
198,201,192.168.207.120,2026-08-06 22:23:19-03:00,PATCH,/api/users/10,HTTP/1.1,404,3497
199,202,192.168.161.237,2026-08-06 22:23:20-03:00,POST,/api/products,HTTP/1.1,200,3250
200,203,192.168.35.32,2026-08-06 22:23:25-03:00,GET,/api/users,HTTP/2,200,240
201,204,192.168.161.237,2026-08-06 22:23:25-03:00,GET,/api/auth/login,HTTP/1.1,200,1272
202,205,192.168.181.124,2026-08-06 22:23:27-03:00,GET,/health,HTTP/1.1,200,622
203,206,192.168.125.189,2026-08-06 22:23:29-03:00,GET,/api/users,HTTP/1.1,200,3230
204,207,192.168.61.58,2026-08-06 22:23:31-03:00,POST,/api/users/4,HTTP/1.1,200,2578
205,208,192.168.181.124,2026-08-06 22:23:35-03:00,GET,/api/products,HTTP/1.1,404,73
206,209,192.168.91.81,2026-08-06 22:23:40-03:00,GET,/health,HTTP/1.1,200,2481
207,210,192.168.181.124,2026-08-06 22:23:43-03:00,GET,/api/orders,HTTP/1.1,200,50
208,211,192.168.91.81,2026-08-06 22:23:44-03:00,GET,/health,HTTP/1.1,200,1933
209,212,192.168.170.238,2026-08-06 22:23:45-03:00,GET,/api/orders,HTTP/1.1,200,3966
210,213,192.168.195.109,2026-08-06 22:23:48-03:00,PUT,/api/users,HTTP/1.1,200,1498
211,214,192.168.56.225,2026-08-06 22:23:53-03:00,GET,/health,HTTP/2,200,508
212,215,192.168.103.186,2026-08-06 22:23:58-03:00,GET,/health,HTTP/2,200,3893
213,216,192.168.55.156,2026-08-06 22:24:00-03:00,PATCH,/api/orders,HTTP/1.1,200,1227
214,217,192.168.189.173,2026-08-06 22:24:05-03:00,POST,/api/users,HTTP/1.1,200,3851
215,218,192.168.56.225,2026-08-06 22:24:09-03:00,GET,/api/users/1,HTTP/1.1,500,2108
216,219,192.168.195.109,2026-08-06 22:24:10-03:00,GET,/health,HTTP/1.1,404,2575
217,220,192.168.181.124,2026-08-06 22:24:14-03:00,PATCH,/api/products,HTTP/1.1,404,1393
218,221,192.168.181.124,2026-08-06 22:24:18-03:00,GET,/api/auth/login,HTTP/1.1,404,1315
219,222,192.168.35.32,2026-08-06 22:24:20-03:00,GET,/health,HTTP/1.1,500,4058
220,223,192.168.61.58,2026-08-06 22:24:21-03:00,GET,/health,HTTP/1.1,200,392
221,224,192.168.195.109,2026-08-06 22:24:24-03:00,GET,/health,HTTP/1.1,200,445
222,225,192.168.181.124,2026-08-06 22:24:28-03:00,GET,/api/users/7,HTTP/1.1,404,1790
223,226,192.168.56.73,2026-08-06 22:24:33-03:00,GET,/api/products,HTTP/1.1,200,1198
224,227,192.168.157.33,2026-08-06 22:24:37-03:00,POST,/health,HTTP/1.1,200,3640
225,228,192.168.37.35,2026-08-06 22:24:37-03:00,GET,/health,HTTP/1.1,500,1978
226,229,192.168.125.189,2026-08-06 22:24:42-03:00,GET,/api/users/9,HTTP/1.1,200,669
227,230,192.168.157.33,2026-08-06 22:24:45-03:00,GET,/health,HTTP/1.1,200,2805
228,231,192.168.162.5,2026-08-06 22:24:46-03:00,DELETE,/health,HTTP/1.1,200,2740
229,232,192.168.35.32,2026-08-06 22:24:50-03:00,GET,/api/users/9,HTTP/2,200,1189
230,233,192.168.35.32,2026-08-06 22:24:55-03:00,GET,/health,HTTP/1.1,200,3694
231,234,192.168.195.109,2026-08-06 22:25:00-03:00,GET,/api/users,HTTP/2,200,436
232,235,192.168.80.148,2026-08-06 22:25:02-03:00,PATCH,/api/products,HTTP/1.1,500,2144
233,236,192.168.55.156,2026-08-06 22:25:02-03:00,GET,/health,HTTP/2,404,3947
234,237,192.168.207.120,2026-08-06 22:25:03-03:00,GET,/api/users,HTTP/1.1,200,1707
235,238,192.168.181.124,2026-08-06 22:25:04-03:00,GET,/api/orders,HTTP/1.1,200,3409
236,239,192.168.55.156,2026-08-06 22:25:04-03:00,GET,/health,HTTP/2,500,3908
237,240,192.168.35.32,2026-08-06 22:25:09-03:00,GET,/health,HTTP/1.1,200,1863
238,241,192.168.55.156,2026-08-06 22:25:13-03:00,GET,/api/users,HTTP/1.1,200,2782
239,242,192.168.203.239,2026-08-06 22:25:16-03:00,GET,/api/products,HTTP/1.1,200,2137
240,243,192.168.115.85,2026-08-06 22:25:20-03:00,GET,/health,HTTP/1.1,200,1939
241,244,192.168.61.58,2026-08-06 22:25:23-03:00,GET,/api/users/4,HTTP/1.1,404,1832
242,245,192.168.115.85,2026-08-06 22:25:27-03:00,GET,/api/users/8,HTTP/2,500,1773
243,246,192.168.189.173,2026-08-06 22:25:28-03:00,GET,/api/auth/login,HTTP/1.1,200,3995
244,247,192.168.195.109,2026-08-06 22:25:32-03:00,GET,/api/users/5,HTTP/1.1,200,496
245,248,192.168.181.124,2026-08-06 22:25:33-03:00,GET,/health,HTTP/1.1,200,2839
246,249,192.168.181.124,2026-08-06 22:25:33-03:00,PUT,/api/orders,HTTP/1.1,200,2714
247,250,192.168.157.33,2026-08-06 22:25:34-03:00,GET,/api/products,HTTP/1.1,200,3201
248,251,192.168.55.156,2026-08-06 22:25:35-03:00,GET,/health,HTTP/1.1,200,1908
249,252,192.168.55.156,2026-08-06 22:25:38-03:00,PATCH,/api/users/5,HTTP/1.1,200,3580
250,253,192.168.161.237,2026-08-06 22:25:40-03:00,PUT,/api/orders,HTTP/1.1,404,2091
251,254,192.168.35.32,2026-08-06 22:25:40-03:00,GET,/api/orders,HTTP/2,200,376
252,255,192.168.80.148,2026-08-06 22:25:42-03:00,GET,/api/auth/login,HTTP/1.1,200,2620
253,256,192.168.195.109,2026-08-06 22:25:44-03:00,GET,/health,HTTP/1.1,500,1796
254,257,192.168.157.33,2026-08-06 22:25:46-03:00,GET,/api/users,HTTP/1.1,200,94
255,258,192.168.61.58,2026-08-06 22:25:50-03:00,GET,/api/users/1,HTTP/1.1,200,3075
256,259,192.168.122.144,2026-08-06 22:25:50-03:00,GET,/api/orders,HTTP/2,404,2559
257,260,192.168.56.73,2026-08-06 22:25:52-03:00,PUT,/health,HTTP/1.1,200,3909
258,261,192.168.55.156,2026-08-06 22:25:53-03:00,GET,/api/users/9,HTTP/1.1,200,717
259,262,192.168.195.109,2026-08-06 22:25:58-03:00,GET,/health,HTTP/1.1,200,450
260,263,192.168.35.32,2026-08-06 22:26:02-03:00,GET,/health,HTTP/1.1,404,2372
261,264,192.168.189.173,2026-08-06 22:26:05-03:00,GET,/api/users/2,HTTP/1.1,404,3682
262,265,192.168.37.35,2026-08-06 22:26:05-03:00,PATCH,/api/products,HTTP/1.1,200,3944
263,266,192.168.55.156,2026-08-06 22:26:07-03:00,PATCH,/health,HTTP/1.1,200,2413
264,267,192.168.56.225,2026-08-06 22:26:08-03:00,GET,/api/users/7,HTTP/1.1,404,1160
265,268,192.168.35.32,2026-08-06 22:26:10-03:00,GET,/api/users,HTTP/1.1,200,2903
266,269,192.168.55.156,2026-08-06 22:26:14-03:00,PUT,/api/orders,HTTP/1.1,200,2145
267,270,192.168.122.144,2026-08-06 22:26:14-03:00,GET,/api/users/6,HTTP/1.1,404,3222
268,271,192.168.90.14,2026-08-06 22:26:17-03:00,GET,/health,HTTP/1.1,200,1877
269,272,192.168.181.124,2026-08-06 22:26:21-03:00,GET,/health,HTTP/1.1,200,737
270,273,192.168.181.124,2026-08-06 22:26:23-03:00,GET,/api/products,HTTP/1.1,200,1530
271,274,192.168.115.85,2026-08-06 22:26:28-03:00,POST,/api/orders,HTTP/1.1,200,937
272,275,192.168.55.156,2026-08-06 22:26:32-03:00,GET,/health,HTTP/2,200,3083
273,276,192.168.37.35,2026-08-06 22:26:35-03:00,PUT,/health,HTTP/1.1,404,3923
274,277,192.168.55.156,2026-08-06 22:26:35-03:00,GET,/api/users/4,HTTP/1.1,200,820
275,278,192.168.55.156,2026-08-06 22:26:39-03:00,GET,/api/orders,HTTP/1.1,200,3866
